Sam,Collection date,Collection month,Individual ID,Age,Species = grey seal,Sex,How it was found,Cause of death,"County, see https://sv.wikipedia.org/wiki/L%C3%A4nsbokstav ","Sea area: BV= Bothnian Bay, BH= Bothnian Sea, EÖ= Main Baltic Proper, VH= Swedish West coast",,Autopsy date,Weight,Length,Blubber thickness,Status of the uterus,,Pregnant (x) or not (0),PS,CA,,Pregnancy status,,Fetus length from nose to tail,Fetus crown-rump length
Fyndår,Fynddatum,Fyndmånad,Nr,Ålder (formel),Art,Kön,Fyndomständighet,Dödsorsak,Län,Havsområde BV BH EÖ VH,Hel kropp 0/x,Undersökningsdatum,Kroppsvikt kg,Kroppslängd cm,Späck (mm),Uterusstatus,Uterus/Sten/Ockl/Leio,Dräktig 0/x,Placentaärr,CA,CL,Dräktighetsstatus HELCOM,Postpartum dräktig HELCOM,Foster längd (cm) nossvans,Foster längd (cm) crownrump
2000,20000831,8,A2000/05313,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, laxfälla",Y,BH,x,20000905,70.2,158,31,,,,,,,,,,
2000,20000901,9,A2000/05314,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, laxfälla",Y,BH,x,20000905,103.0,172,37,,,,,,,,,,
2000,20000901,9,A2000/05315,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, laxfälla",Y,BH,x,20000905,108.4,182,31,,,,,,,,,,
2000,20000918,9,A2000/05320,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,20000921,132.0,178,50,Dräktig,0,x,,,Ja,Dräktig,,25,
2000,20000928,9,A2000/05325,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,20001002,120.0,170,45,Dräktig,0,x,,,Ja,Dräktig,,24.7,
2000,20001016,10,A2000/05333,#N/A,Gråsäl,Hane,Strandad,Drunkning,Y,BH,x,20001019,178.0,197,42,,,,,,,,,,
2000,20000815,8,A2000/05335,#N/A,Gråsäl,Hona,Fiskeredskap,"Drunkning, ålbottengarn",D,EÖ,x,20001017,49.0,122,38,,0,0,,,,Juvenil,,,
2000,20001010,10,A2000/05342,#N/A,Gråsäl,Hane,Strandad,Skjuten,AC,BV,x,20001024,129.0,196,26,,,,,,,,,,
2000,20001017,10,A2000/05343,#N/A,Gråsäl,Hane,Jakt,Skjuten vid laxodling,Y,BH,x,20001019,193.0,199,53,,,,,,,,,,
2000,20000808,8,A2000/05351,#N/A,Gråsäl,Hona,Fiskeredskap,"Drunkning, ålbottengarn",AB,EÖ,x,20001113,51.0,130,32,Juvenil,0,0,,,,,,,
2000,20001013,10,A2000/05352,#N/A,Gråsäl,Hane,Strandad,Strandfynd,C,EÖ,,20001106,,200,25,,,,,,,,,,
2000,20001105,11,A2000/05353,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,20001108,93.8,180,45,,,,,,,,,,
2000,20001106,11,A2000/05354,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20001108,100.8,183,40,,,,,,,,,,
2000,20000721,7,A2000/05355,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, ""sälsäker"" ryssja för sik",X,BH,x,20001113,127.0,190,24,,,,,,,,,,
2000,20001116,11,A2000/05359,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20001121,155.0,194,42,,,,,,,,,,
2000,20001127,11,A2000/05366,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20001212,64.8,147,35,,,,,,,,,,
2000,20001204,12,A2000/05367,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20001208,165.0,189,40,,,,,,,,,,
2001,20010114,1,A2001/05119,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20010117,161.0,198,52,,,,,,,,,,
2001,20010116,1,A2001/05121,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20010118,191.0,194,48,,,,,,,,,,
2001,20010121,1,A2001/05123,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20010125,158.0,192,47,,,,,,,,,,
2001,20010128,1,A2001/05129,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,x,20010130,188.2,195,50,,,,,,,,,,
2001,20010518,5,A2001/08280,#N/A,Gråsäl,Hane,Fiskeredskap,Avlivad i fiskeredskap,X,BH,x,20010523,103.5,172,35,,,,,,,,,,
2001,20010525,5,A2001/08281,#N/A,Gråsäl,Hane,Fiskeredskap,"Avlivad i fiskeredskap, laxfälla",C,BH,x,20010530,135.4,202,16,,,,,,,,,,
2001,20010602,6,A2001/08282,#N/A,Gråsäl,Hona,Fiskeredskap,"Drunkning, öringsnät 27 mm",Y,BH,x,20011122,31.8,113,30,,0,0,,,,Juvenil,,,
2001,20010629,6,A2001/08299,#N/A,Gråsäl,Hane,Strandad,,C,BH,x,20010706,,185,15,,,,,,,,,,
2001,20010822,8,A2001/08312,#N/A,Gråsäl,Hane,Strandad,peritonit,AB,EÖ,x,20010824,,188,8,,,,,,,,,,
2001,20010914,9,A2001/08315,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, push-up fälla",X,BH,x,,79.0,158,35,,,,,,,,,,
2001,20010831,8,A2001/08316,#N/A,Gråsäl,Hona,Fiskeredskap,"Drunkning, ålbottengarn",AB,EÖ,x,,36.2,123,22,,0,0,,,,Juvenil,,,
2001,20010927,9,A2001/08328,#N/A,Gråsäl,Hona,Jakt,"Skjuten, kollas om det gäller redskap eller avlysningsjakt",AB,EÖ,x,20010928,54.4,129,32,,,,,,,Juvenil,,,
2001,20010927,9,A2001/08331,#N/A,Gråsäl,Hona,Jakt,"Skjuten, kollas om det gäller redskap eller avlysningsjakt",AB,EÖ,x,20011001,66.3,140,50,,,,,,,,,,
2001,20010927,9,A2001/08332,#N/A,Gråsäl,Hona,Jakt,"Skjuten, kollas om det gäller redskap eller avlysningsjakt",AB,EÖ,x,20011001,56.8,139,30,,,,,,,,,,
2001,20010927,9,A2001/08333,#N/A,Gråsäl,Hane,Jakt,"Skjuten, kollas om det gäller redskap eller avlysningsjakt",AB,EÖ,x,,53.0,145,25,,,,,,,,,,
2001,20010912,9,A2001/08349,#N/A,Gråsäl,Hona,Fiskeredskap,"Drunkning, ålbottengarn",C,BH,x,20011025,61.8,143,35,,0,0,,,,,,,
2001,20011015,10,A2001/08353,#N/A,Gråsäl,Hane,Strandad,invagination av magsäck i matstrupe,H,EÖ,x,20011030,188.5,205,35,,,,,,,,,,
2001,20011027,10,A2001/08355,#N/A,Gråsäl,Hona,Fiskeredskap,"Drunkning, torsknät",AB,EÖ,0,20011031,47.9,134,32,,,,,,,Juvenil,,,
2001,20011107,11,A2001/08361,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, sik- och laxfälla",X,BH,x,20011109,145.4,188,45,,,,,,,,,,
2001,20010920,9,A2001/08368,#N/A,Gråsäl,Hane,Fiskeredskap,"Drunkning, sik- och löjryssja",BD,BV,x,20011128,129.8,190,22,,,,,,,,,,
2001,20010906,9,A2001/08376,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,20011207,83.2,157,35,,,,,,,,,,
2001,20010823,8,A2001/08388,#N/A,Gråsäl,Hane,Strandad,Drunkning,M,EÖ,0,20011220,180.0,200,30,,,,,,,,,,
2002,09/01/2002,1,A2002/05004,#N/A,Gråsäl,Hane,Strandad,okänd,C,BH,0,20020315,,119,26,,,,,,,,,,
2002,20020204,2,A2002/05017,#N/A,Gråsäl,Hane,Strandad,tarmperforation och volvolus jejuni,C,BH,x,20020211,154.5,190,52,,,,,,,,,,
2002,20020208,2,A2002/05018,#N/A,Gråsäl,Hona,Fiskeredskap,"Drunkning, trål",X,BH,x,20020214,174.5,177,50,Dräktig,0,x,,,Ja,Dräktig,,76,
2002,03/04/2002,4,A2002/05039,6,Gråsäl,Hane,Strandad,Akut grovtarmsinflammation,O,VH,x,20020425,97.6,189,30,,,,,,,,,,
2002,20020730,7,A2002/05097,#N/A,Gråsäl,Hane,Strandad,tarmperforation,AB,EÖ,x,20020731,,190,50,,,,,,,,,,
2002,20020806,8,A2002/05099,#N/A,Gråsäl,Hona,Strandad,leverböld,AB,EÖ,x,20020808,,150,12,,0,0,,,Ja,Ej dräktig,,,
2002,20001219,12,A2002/05100,0,Gråsäl,Hona,Fiskeredskap,"Drunkning, torsknät, på 25 m djup",I,EÖ,0,20020809,62.0,142,45,,,,,,,Juvenil,,,
2002,20020820,8,A2002/05107,#N/A,Gråsäl,Hane,Strandad,volvulus,M,EÖ,x,20020903,78.0,194,10,,,,,,,,,,
2002,21/10/2002,10,A2002/05142,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,23/10/2002,84,155,50,juvenil,,0,Nej,Nej,Ja,Ej dräktig,Juvenil uterus,,
2002,21/10/2002,10,A2002/05145,#N/A,Gråsäl,Hane,Strandad,Peritonit,,,x,24/10/2002,42.1,129,19,,,,,,,,,,
2002,16/10/2002,10,A2002/05147,#N/A,Gråsäl,Hona,Fiskeredskap,avlivad ,X,BH,x,29/10/2002,64,147,37,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2002,,,A2002/05149,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,07/11/2002,61.9,142,30,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2002,30/10/2002,10,A2002/05150,#N/A,Gråsäl,Hane,Strandad,Skjuten,AC,BV,x,05/11/2002,179.3,198,40,,,,,,,,,,
2002,08/11/2002,11,A2002/05151,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,11/11/2002,114,169,38,,,,,,,,,,
2002,03/12/2002,12,A2002/05176,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,11/12/2002,76,147,35,,,,,,,,,,
2003,02/01/2003,1,A2003/05004,#N/A,Gråsäl,Hane,Strandad,Perf tarmsår,AB,EÖ,x,16/01/2003,111.7,179,20,,,,,,,,,,
2002,28/12/2002,12,A2003/05034,#N/A,Gråsäl,Hane,Strandad,,M,EÖ,0,04/04/2003,100,159,40,,,,,,,,,,
2003,24/03/2003,3,A2003/05045,#N/A,Gråsäl,Hane,Strandad,pneumoni,H,EÖ,x,11/04/2003,47.5,147,15,,,,,,,,,,
2002,03/11/2002,11,A2003/05049,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,13/04/2003,152.5,191,50,,,,,,,,,,
2002,05/11/2002,11,A2003/05050,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,05/05/2003,44.2,110,?,,,,,,,,,,
2003,06/05/2003,5,A2003/05051,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,12/05/2003,27.2,102,30,,,,,,,Juvenil,,,
2002,2002-00-00,,A2003/05065,0,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,12/06/2003,44.1,132,28,,,,,,,,,,
2003,11/08/2003,8,A2003/05083,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,12/08/2003,59.7,145,30,,,,,,,,,,
2003,03/09/2003,9,A2003/05088,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,05/09/2003,100.2,166,35,,,,,,,,,,
2003,16/09/2003,9,A2003/05106,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,25/09/2003,115.8,199,35,,,,,,,,,,
2003,2003-10-00,10,A2003/05123,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,07/10/2003,51.7,143,25,,,,,,,,,,
2003,2003-10-00,10,A2003/05126,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,08/10/2003,75.1,147.5,40,juvenil,,,,,,,,,
2003,24/10/2003,10,A2003/05135,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,28/10/2003,88.4,157,30,,,,,,,,,,
2003,23/10/2003,10,A2003/05137,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,10/11/2003,85.3,170,30,,,,,,,,,,
2003,2003-10-00,10,A2003/05138,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,29/10/2003,113.3,176,40,,,,,,,,,,
2003,24/10/2003,10,A2003/05139,3,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,03/11/2003,78.2,160,28,,,,,,,,,,
2003,24/10/2003,10,C2003/05140,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,06/11/2003,78.5,154,45,,,,,,,,,,
2003,16/11/2003,11,A2003/05143,4,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,19/11/2003,110.9,171,35,,,,,,,,,,
2003,12/11/2003,11,A2003/05144,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,20/11/2003,62,144,28,,,,,,,,,,
2003,12/11/2003,11,A2003/05145,0,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,,26/11/2003,49.6,132,40,,,,,,,,,,
2003,19/11/2003,11,A2003/05146,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,24/11/2003,218,210,40,,,,,,,,,,
2003,10/09/2003,9,A2003/05149,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,15/12/2003,91.8,164,33,,,,,,,,,,
2003,10/09/2003,9,A2003/05150,3,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,16/12/2003,74.8,153,28,,,,,,,,,,
2003,02/12/2003,12,A2003/05151,11,Gråsäl,Hane,Fiskeredskap,Avlivad i trål,X,BH,x,03/12/2003,190,187,60,,,,,,,,,,
2003,08/12/2003,12,A2003/05155,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,09/12/2003,158,176,55,,,,,,,,,,
2003,22/07/2003,7,A2003/05156,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,C,BH,x,11/12/2003,127,190,25,,,,,,,,,,
2003,25/08/2003,8,A2003/05157,3,Gråsäl,Hane,Fiskeredskap,Drunkning,C,BH,x,12/12/2003,,164,20,,,,,,,,,,
2003,25/12/2003,12,A2004/05015,4,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,2004/01/15,85.4,150,50,,,,,,,,,,
2003,29/06/2003,6,A2004/05023,32,Gråsäl,Hane,Avlivad,Avlivad,AB,EÖ,x,2004/02/04,96.1,176,10,,,,,,,,,,
2003,2003-00-00,,A2004/05025,10,Gråsäl,Hane,,? Drunk,Okänd,,,2004/02/20,126.9,187,35,,,,,,,,,,
2004,2004/04/13,4,A2004/05049,3,Gråsäl,Hane,Fiskeredskap,Drunkning,D,EÖ, x,2004/04/16,94.5,153,40,,,,,,,,,,
2004,2004/04/19,4,A2004/05154,3,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,2004/04/26,70.6,141,30,,,0,,,,,,,
2003,2003/11/26,11,A2004/05158,4,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,2004/06/01,97.4,170,30,,,,,,,,,,
2004,2004/06/09,6,A2004/05161,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,2004/06/15,36.4,120,25,Juvenil,,0,,,,Juvenil,,,
2004,2004/08/30,8,A2004/05215,12,Gråsäl,Hona,Fiskeredskap,Drunkning,Y,BH,x,2004/09/02,92.6,163.5,30,,,x,,,Ja,Dräktig,,,5.5
2004,2004/09/05,9,A2004/05221,6,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,2004/09/07,89.2,168,20,,,,,,,,,,
2004,2004/07/19,7,A2004/05231,2,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,2004/09/20,74.6,163,20,,,,,,,,,,
2004,okänd,,A2004/05234,3,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,2004/09/22,86.4,156,36,,,,,,,,,,
2004,2004/09/21,9,A2004/05235,2,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,2004/09/23,93.5,167.5,30,,,,,,,,,,
2004,2004/09/23,9,A2004/05236,11,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,2004/09/24,170,200,40,,,,,,,,,,
2004,2004/09/20,9,A2004/05237,2,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,2004/09/28,78.8,158,35,juvenil,,0,,,,,,,
2004,2004/09/21,9,A2004/05238,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,2004/09/29,66.7,149,24,,,,,,,,,,
2004,2004/09/20,9,A2004/05239,2,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,2004/09/30,65.8,142,36,,,0,,,,,,,
2004,2004/09/15,9,A2004/05240,3,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,2004/09/30,69.2,167,36,,,,,,,,,,
2004,2004/09/17,9,A2004/05243,4,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,2004/10/01,71.6,150,32,,,,,,,,,,
2004,2004/09/29,9,A2004/05246,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,2004/10/05,61.6,141,35,,,,,,,,,,
2004,05/10/2004,10,A2004/05247,4,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,08/10/2004,75.3,153,30,,,,,,,,,,
2004,2004/09/04,9,A2004/05248,3,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,2004/10/12,68.3,149,30,,,0,,,,,,,
2004,29/09/2004,9,A2004/05260,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,14/10/2004,75.9,144,35,,,,,,,,,,
2003,14/10/2003,10,A2004/05267,2,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,20/10/2004,,144,30,,,,,,,,,,
2003,2003/09/15,9,A2004/05268,3,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,0,2004/10/20,77,143,40,,,0,,,,,,,
2004,2004/10/22,10,A2004/05273,5,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,2004/10/28,91.1,167,30,,,,,,,,,,
2004,2004/11/05,11,A2004/05291,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,2004/11/09,49.1,135,24,,,,,,,,,,
2004,okänd,,A2004/05300,17,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,2004/12/06,137,172,60,,,x,,,Ja,Dräktig,,,
2004,2004/07/04,7,A2004/05323,5,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,2004/12/17,87.9,168.5,18,,,,,,,,,,
2004,,,A2005/05002,13,Gråsäl,Hane,Fiskeredskap,Avlivad redskap,X,BH,x,19/01/2005,198.2,199,65,,,,,,,,,,
2003,22/09/2003,9,A2005/05008,2,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,08/03/2005,56.1,139.5,25,,,,,,,,,,
2005,07/06/2005,6,A2005/05079,5,Gråsäl,Hane,Fiskeredskap,Drunkning,D,EÖ,x,08/06/2005,79.2,165,18,,,,,,,,,,
2005,10/06/2005,6,A2005/05081,9,Gråsäl,Hane,Strandad,Peritonit,D,EÖ,x,20/06/2005,103.4,178,16,,,,,,,,,,
2005,17/06/2005,6,A2005/05086,2,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,22/06/2005,53.7,143,25,,,,,,,,,,
2005,01/09/2005,9,A2005/05124,6,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,07/09/2005,130.5,183,23,,,,,,,,,,
2005,11/09/2005,9,A2005/05126,16,Gråsäl,Hona,Fiskeredskap,Drunkning,Y,BH,x,16/09/2005,100.5,172,30,,,x,,,Ja,Dräktig,,12.3,
2005,11/09/2005,9,A2005/05127,3,Gråsäl,Hona,Fiskeredskap,Drunkning,Y,BH,x,19/09/2005,64.5,148,27,,,0,,,,,,,
2005,28/08/2005,8,A2005/05164,4,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,04/10/2005,76.8,144.5,30,juvenil,,0,,,,,,,
2005,29/09/2005,9,A2005/05167,3,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,06/10/2005,61.3,148.5,28,juvenil,,0,,,,,,,
2005,31/08/2005,8,A2005/05168,3,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,07/10/2005,66,147,20,juvenil,,,,,,,,,
2005,07/10/2005,10,A2005/05169,3,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,10/10/2005,69.1,143,35,juvenil,,0,,,,,,,
2004,24/09/2004,9,A2005/05170,2,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,12/10/2005,70,150,32,,,,,,,,,,
2005,06/10/2005,10,A2005/05171,3,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,13/10/2005,95.9,168,32,,,,,,,,,,
2005,06/10/2005,10,A2005/05172,3,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,14/10/2005,73.8,143,25,,,,,,,,,,
2005,10/10/2005,10,A2005/05173,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,20/10/2005,64.4,141,38,Juvenil,,0,,,,Juvenil,,,
2005,10/10/2005,10,A2005/05174,2,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,25/10/2005,70.2,149,30,,,,,,,,,,
2005,19/10/2005,10,A2005/05175,8,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,21/10/2005,183.7,191,45,,,,,,,,,,
2005,19/10/2005,10,A2005/05176,12,Gråsäl,Hane,Fiskeredskap,Avlivad redskap,X,BH,x,24/10/2005,156,193,42,,,,,,,,,,
2005,12/10/2005,10,A2005/05177,4,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,26/10/2005,96.2,172,32,,,,,,,,,,
2005,21/10/2005,10,A2005/05178,2,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,27/10/2005,80.7,145.5,33,,,,,,,,,,
2005,19/10/2005,10,A2005/05179,28,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,28/10/2005,143,183,30,,,,,,,,,,
2005,19/10/2005,10,A2005/05180,20,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,01/11/2005,188,190.5,22,,,,,,,,,,
2005,30/10/2005,10,A2005/05218,3,Gråsäl,Hane,Fiskeredskap,Drunkning,LM,EÖ,x,18/11/2005,66,149,22,,,,,,,,,,
2005,21/11/2005,11,A2005/05220,0,Gråsäl,Hane,,Drunkning,AB,EÖ,x,23/11/2002,55,135.5,3.5,,,,,,,,,,
2005,23/11/2005,11,A2005/05221,1,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,24/11/2005,52.4,128.5,42,juvenil,,0,,,,,,,
2005,23/11/2005,11,A2005/05222,8,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,29/11/2005,145.2,183,40,,,,,,,,,,
2005,23/11/2005,11,A2005/05265,1,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,01/12/2005,60.8,140,30,,,0,,,,,,,
2005,27/10/2005,10,A2005/05266,1,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,05/12/2005,66.5,145,25,,,,,,,,,,
2005,27/10/2005,10,A2005/05267,2,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,06/12/2005,67.2,139.5,24,,,,,,,,,,
2005,,,A2005/05284,15,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,12/12/2005,212,190,50,,,,,,,,,,
2005,13/12/2005,12,A2005/05290,20,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,13/12/2005,130,167,40,,,x,,,Ja,Dräktig,,57.5,
2005,,,A2005/05295,9,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,15/12/2005,175,194,45,,,,,,,,,,
2005,14/12/2005,12,A2005/05301,19,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,21/12/2005,153.2,173,75,,,x,,,Ja,Dräktig,,66,
2006,16/01/2006,1,A2006/05008,16,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,24/01/2006,137,188,30,,,,,,,,,,
2006,09/01/2006,1,A2006/05012,14,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,26/01/2006,157,184,32,,,,,,,,,,
2006,29/01/2006,1,A2006/05014,12,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,06/02/2006,160,196,35,,,,,,,,,,
2006,30/01/2006,1,A2006/05015,9,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,07/02/2006,188,195,43,,,,,,,,,,
2006,01/02/2006,2,A2006/05016,10,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,08/02/2006,168,198,45,,,,,,,,,,
2005,14/10/2005,10,A2006/05020,1,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,06-03-00,51,129,30,,,,,,,,,,
2005,21/09/2005,9,A2006/05021,1,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,06-03-00,58.5,133,30,,,,,,,,,,
2005,18/07/2005,7,A2006/05025,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,08/03/2006,35.1,110.5,23,,,,,,,Juvenil,,,
2005,26/09/2005,9,A2006/05039,1,Gråsäl,Hane,Fiskeredskap,Drunkning,D,EÖ,x,17/03/2006,59.4,146,18,,,,,,,,,,
2006,04/05/2006,5,A2006/05153,20,Gråsäl,Hane,Strandad,"Tarmsår, virus?",AB,EÖ,x,05/05/2006,127.8,194,30,,,,,,,,,,
2005,12/10/2005,10,A2006/05172,3,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,23/05/2006,72,153.5,37,juvenil,,,,,,,,,
2005,30/09/2005,9,A2006/05179,3,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,19/06/2006,79.2,156,30,,,,,,,,,,
2006,11/06/2006,6,A2006/05188,2,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,21/06/2006,58.9,141,18,,,,,,,,,,
2006,26/06/2006,6,A2006/05193,5,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,27/06/2006,71.6,158.5,25,,0,0,,,Ja,Preimplantationsperiod,,,
2006,05/07/2006,7,A2006/05194,9,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,07/07/2006,115.5,189.5,22,,,,,,,,,,
2006,12/07/2006,7,A2006/05196,4,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,13/07/2006,89.8,167,23,,,,,,,,,,
2006,27/07/2006,7,A2006/05200,5,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,01/08/2006,65,160.5,21,,,,,,,,,,
2006,31/07/2006,7,A2006/05204,4,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,08/08/2006,105,175.5,28,,,,,,,,,,
2006,07/08/2006,8,A2006/05207,2,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,10/08/2006,63.5,151,22,,,,,,,,,,
2006,30/08/2006,8,A2006/05225,21,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,05/09/2006,126.7,184,35,,,x,,,Ja,Dräktig,,13.2,
