Sam,Collection date,Collection month,Individual ID,Age,Species = grey seal,Sex,How it was found,Cause of death,"County, see https://sv.wikipedia.org/wiki/L%C3%A4nsbokstav ","Sea area: BV= Bothnian Bay, BH= Bothnian Sea, EÖ= Main Baltic Proper, VH= Swedish West coast",,Autopsy date,Weight,Length,Blubber thickness,Status of the uterus,,Pregnant (x) or not (0),PS,CA,,Pregnancy status,,Fetus length from nose to tail,Fetus crown-rump length
Fyndår,Fynddatum,Fyndmånad,Nr,Ålder (formel),Art,Kön,Fyndomständighet,Dödsorsak,Län,Havsområde BV BH EÖ VH,Hel kropp 0/x,Undersökningsdatum,Kroppsvikt kg,Kroppslängd cm,Späck (mm),Uterusstatus,Uterus/Sten/Ockl/Leio,Dräktig 0/x,Placentaärr,CA,CL,Dräktighetsstatus HELCOM,Postpartum dräktig HELCOM,Foster längd (cm) nossvans,Foster längd (cm) crownrump
2015,24/04/2015,4,A2019/05207,7,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,28/03/2019,100,170,40,,,,,,,,,,
2018,2018-02-00,,A2019/05208,5,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,29/03/2019,,158,40,dräktig,0,x,,,Ja,Dräktig,,9.7,
2018,24/08/2018,8,A2019/05209,9,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,29/03/2019,,174,50,dräktig,0,x,,Ja,Ja,Dräktig,,7,
2018,13/09/2018,9,A2019/05210,14,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,02/04/2019,,193,50,,,,,,,,,,
2018,26/08/2018,8,A2019/05211,14,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,02/04/2019,157.3,182,46,,,,,,,,,,
2018,20/10/2018,10,A2019/05212,4,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,02/04/2019,,162,60,,,,,,,,,,
2018,14/08/2018,8,A2019/05213,6,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,03/04/2019,,172,50,multiparous,0,0,,Ja,Ja,Ej dräktig,,,
2018,14/08/2018,8,A2019/05214,3,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,03/04/2019,,145,30,multiparous,0,0,,,Ja,Ej dräktig,,,
2018,04/08/2018,8,A2019/05215,12,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,05/04/2019,,162,50,0 multiparous,0,0,,,,Ej dräktig,,,
2018,01/09/2018,9,A2019/05216,2,Gråsäl,Hona,Jakt,Skjuten,K,EÖ,0,05/04/2019,,148,50,Multiparous,,0,Okänt,,,Ej dräktig,,,
2018,2018-08-00,8,A2019/05222,23,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,05/04/2019,,179,15,,,,,,,,,,
2018,10/08/2018,8,A2019/05223,4,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,08/04/2019,,165,40,,,,,,,,,,
2018,20/08/2018,8,A2019/05224,19,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,08/04/2019,,198,30,,,,,,,,,,
2018,22/08/2018,8,A2019/05225,19,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,08/04/2019,,178,50,,,,,,,,,,
2018,02/08/2018,8,A2019/05226,2,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,08/04/2019,,144,20,,,,,,,,,,
2018,20/08/2018,8,A2019/05227,9,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,10/04/2019,,169,70,dräktig multiparous,0,x,,Ja,Ja,Dräktig,,7.9,
2018,25/08/2018,8,A2019/05228,3,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,10/04/2019,,145,40,multiparous,0,0,,Ja,,,,,
2017,12/08/2017,8,A2019/05229,0,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,10/04/2019,,115,40,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,04/08/2018,8,A2019/05230,2,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,10/04/2019,,136,20,multiparous,0,0,,Ja,,,,,
2018,2018-08-00,8,A2019/05231,2,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,11/04/2019,,145,30,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2016,19/09/2016,9,A2019/05237,5,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,11/04/2019,135,158,45,"Dräktig, postpartum",0,x,Ja,,Ja,Dräktig,,28,
2018,15/08/2018,8,A2019/05238,3,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,11/04/2019,,149,35,,,,,,,,,,
2018,01/10/2018,10,A2019/05239,2,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,12/04/2019,,150,50,juvenil,0,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,01/10/2018,10,A2019/05240,6,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,16/04/2019,,173,60,,,,,,,,,,
2018,02/09/2018,9,A2019/05241,2,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,24/04/2019,65,135,30,juvenil,0,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,02/09/2018,9,A2019/05242,0,Gråsäl,,Jakt,Skjuten,AC,BV,0,24/04/2019,,130,30,,,,,,,,,,
2018,05/08/2018,8,A2019/05243,2,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,24/04/2019,,126,30,,,,,,,,,,
2018,05/08/2018,8,A2019/05244,0,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,24/04/2019,,114,30,,,,,,,,,,
2018,07/08/2018,8,A2019/05245,0,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,04/04/2019,,116,25,,,,,,,,,,
2018,05/08/2018,8,A2019/05246,1,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,25/04/2019,,124,40,,,,,,,,,,
2018,07/08/2018,8,A2019/05247,0,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,25/04/2019,,105,25,juvenil,0,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,05/08/2018,8,A2019/05248,0,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,25/04/2019,,109,30,juvenil,0,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,02/08/2018,8,A2019/05266,0,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,25/04/2019,,120,30,,,,,,,,,,
2018,02/09/2018,9,A2019/05267,1,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,25/04/2019,50,120,30,juvenil,0,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,15/08/2018,8,A2019/05268,1,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,30/04/2019,,119,30,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,04/09/2018,9,A2019/05269,2,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,30/04/2019,70,137,30,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,22/08/2018,8,A2019/05270,0,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,30/04/2019,,117,40,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,04/09/2018,9,A2019/05271,15,Gråsäl,Hona,Jakt,Skjuten,x,BH,0,03/05/2019,,162,50,multiparous,0,0,,Ja,Ja,Ej dräktig,,,
2018,04/09/2018,9,A2019/05272,18,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,03/05/2019,,174,45,dräktig multiparous,0,x,,Ja,Ja,Dräktig,,9.7,
2018,25/08/2018,8,A2019/05273,20,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,03/05/2019,,164,50,dräktig multiparous,0,x,,Nej,Ja,Dräktig,,8.7,
2018,22/08/2018,8,A2019/05274,17,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,03/05/2019,,166,40,dräktig multiparous,0,x,,,Ja,Dräktig,,8.8,
2018,03/08/2018,8,A2019/05275,3,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,21/05/2019,,156,30,,,,,,,,,,
2018,04/09/2018,9,A2019/05375,12,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,28/05/2019,115,174,55,Dräktig,0,x,,Ja,Ja,Dräktig,,22.3,
2018,04/09/2018,9,A2019/05376,6,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,28/05/2019,90,164,40,Dräktig,0,x,,Ja,Ja,Dräktig,,18,
2019,23/05/2019,5,A2019/05377,0,Gråsäl,Hane,Avlivad,skalltrauma,AB,EÖ,x,11/06/2019,15.9,96.5,2,,,,,,,,,,
2018,02/09/2018,9,A2019/05378,46,Gråsäl,Hona,Jakt,Skjuten,M,EÖ,0,18/06/2019,130,172,40,multiparous,0,0,,Ja,,Ej dräktig,PP CA,,
2017,,,A2019/05379,2,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,0,08/08/2019,45,125.5,22,juvenil,0,0,Nej,,,Juvenil,Juvenil uterus,,
2018,29/08/2018,8,A2019/05380,2,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,22/08/2019,,120,18,,,,,,,,,,
2019,2019-08-00,8,A2019/05381,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,26/08/2019,72.9,154,23,,,,,,,,,,
2018,07/09/2018,9,A2019/05382,13,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,28/08/2019,100,170,35,saknas,,,,,,,,,
2018,05/08/2018,8,A2019/05383,0,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,28/08/2019,,100,30,,,,,,,,,,
2019,27/08/2019,8,A2019/05384,0,Gråsäl,Hane,Jakt,Skjuten,C,BH,0,28/08/2019,68,137,35,,,,,,,,,,
2018,07/09/2018,9,A2019/05511,14,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,03/09/2019,150,180,40,multiparous,0,0,,Ja,Ja,Ej dräktig,,,
2018,07/09/2018,9,A2019/05512,3,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,03/09/2019,50,150,30,,,,,,,,,,
2018,02/09/2018,9,A2019/05513,0,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,05/09/2019,50,125,30,juvenil,0,0,Nej,Organ saknas,Organ saknas,Organ saknas/ej bedömt,Organ saknas/ej bedömt,,
2018,02/09/2018,9,A2019/05514,7,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,09/09/2019,150,191,40,,,,,,,,,,
2018,31/08/2018,8,A2019/05515,4,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,09/09/2019,,175,65,,,,,,,,,,
2018,06/08/2018,8,A2019/05516,16,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,11/09/2019,,,67,"postpartum, multiparous",0,0,Ja,Ja,,,PP placentaärr+CA,,
2018,06/05/2018,5,A2019/05517,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,0,24/09/2019,32.4,114.5,28,,,,,,,,,,
2018,06/05/2018,5,A2019/05518,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,0,24/09/2019,26.2,104,25,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2018,02/08/2018,8,A2019/05519,7,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,24/09/2019,102,170,35,,,,,,,,,,
2018,05/08/2018,8,A2019/05520,0,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,26/09/2019,,116,35,,,,,,,,,,
2018,05/08/2018,8,A2019/05561,2,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,26/09/2019,,130,30,,,,,,,,,,
2018,07/09/2018,9,A2019/05562,6,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,02/10/2019,,160,50,"dräktig, postpartum",0,x,Ja,Ja,Ja,Dräktig,PP placentaärr+CA,12,
2018,05/08/2018,8,A2019/05563,2,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,08/10/2019,,133,35,,,,,,,,,,
2018,02/09/2018,9,A2019/05564,16,Gråsäl,Hona,Jakt,Skjuten,M,EÖ,0,09/10/2019,200,198,60,dräktig,0,x,,Ja,Ja,Dräktig,,81,
2018,02/09/2018,9,A2019/05565,#N/A,Gråsäl,Hane,Jakt,,M,EÖ,x,09/10/2019,10.3,81,5,,,,,,,,,,
2019,04/09/2019,9,A2019/05566,3,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,16/10/2019,84.7,159,25,,,,,,,,,,
2018,13/09/2018,9,A2019/05567,5,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,24/10/2019,130,170,60,,,,,,,,,,
2018,13/09/2018,9,A2019/05568,Ej bestämbar,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,24/10/2019,200,220,30,,,,,,,,,,
2019,03/08/2019,8,A2019/05569,0,Gråsäl,Hane,Jakt,Skjuten,E,EÖ,0,29/10/2019,34,130,32,,,,,,,,,,
2019,10/08/2019,8,A2019/05570,7,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,29/10/2019,,162,55,dräktig och postpartum,0,x,Ja,Ja,Ja,Dräktig,,,1.7
2019,16/09/2019,9,A2019/05627,1,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,31/10/2019,41.6,119.5,25,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,10/08/2019,8,A2019/05628,0,Gråsäl,,Jakt,Skjuten,X,BH,0,12/11/2019,,108,,,,,,,,,,,
2019,21/08/2019,8,A2019/05629,0,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,12/11/2019,,117,35,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,10/08/2019,8,A2019/05630,4,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,19/11/2019,,158,40,multiparous,0,0,,,Ja,Ej dräktig,,,
2019,02/08/2019,8,A2019/05631,0,Gråsäl,Hane,Jakt,Skjuten,H,EÖ,0,26/11/2019,50,111,20,,,,,,,,,,
2019,17/10/2019,10,A2019/05632,3,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,26/11/2019,,137,40,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,04/08/2019,8,A2019/05633,8,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,28/11/2019,,163,60,"dräktig, postpartum sign",0,x,Ja,Ja,Ja,Dräktig,PP placentaärr+CA,,3.5
2019,10/08/2019,8,A2019/05634,4,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,28/11/2019,,155,30,dräktig primiparous,0,x,,,Ja,Dräktig,,,
2019,01/08/2019,8,A2019/05635,8,Gråsäl,Hane,Jakt,Skjuten,M,VH,0,14/01/2020,200,198,40,,,,,,,,,,
2019,04/08/2019,8,A2019/05636,1,Gråsäl,Hona,Jakt,Skjuten,E,EÖ,0,06/04/2020,,135,36,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,03/08/2019,8,A2020/05026,0,Gråsäl,Hona,Jakt,Skjuten,E,EÖ,0,06/02/2020,35,132,34,juvenil,0,0,Nej,,,Juvenil,Juvenil uterus,,
2019,01/08/2019,8,A2020/05027,4,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,05/03/2020,75,162,25,,,,,,,,,,
2019,02/08/2019,8,A2020/05028,20,Gråsäl,Hona,Jakt,Skjuten,M,EÖ,0,09/03/2020,165,180,65,Parous,0,x,,Ja,Ja,Dräktig,,20,
2019,01/08/2019,8,A2020/05029,7,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,09/03/2020,220,205,45,,,,,,,,,,
2019,25/08/2019,8,A2020/05030,0,Gråsäl,Hona,Jakt,Skjuten,C,BH,0,16/03/2020,36,126,30,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,02/08/2019,8,A2020/05031,2,Gråsäl,Hona,Jakt,Skjuten,C,BH,0,16/03/2020,,155,25,,0,0,,,,,,,
2019,,,A2020/05032,4,Gråsäl,Hona,Jakt,Skjuten,,,0,18/03/2020,,,,,,,,,,,,,
2019,08/10/2019,10,A2020/05033,21,Gråsäl,Hona,Jakt,Skjuten,AC,BH,0,18/03/2020,,182,40,,,,,,,,,,
2019,22/09/2019,9,A2020/05034,6,Gråsäl,Hona,Jakt,Skjuten,M,EÖ,0,17/03/2020,120,160,40,Parous,0,x,,Nej,Ja,Dräktig,,37,
2019,22/09/2019,9,A2020/05035,#N/A,Gråsäl,Hona,Jakt,,M,EÖ,x,17/03/2020,1.199,37,2,,,,,,,Juvenil,,,
2020,11/02/2020,2,A2020/05036,10,Gråsäl,Hane,Strandad,Skjuten,M,VH,x,13/02/2020,185.3,223,24,,,,,,,,,,
2020,14/02/2020,2,A2020/05040,0,Gråsäl,Hona,Strandad,Svält,O,VH,x,19/02/2020,13.8,93.5,18,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,01/08/2019,8,A2020/05126,8,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,23/03/2020,120,187,30,,,,,,,,,,
2019,01/08/2019,8,A2020/05127,9,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,23/03/2020,180,190,25,,,,,,,,,,
2019,01/08/2019,8,A2020/05128,#N/A,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,23/03/2020,120,187,30,,,,,,,,,,
2018,07/08/2018,8,A2020/05129,15,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,25/03/2020,,156,60,Parous,0,x,,Nej,Ja,Dräktig,,5.5,
2018,07/08/2018,8,A2020/05130,1,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,25/03/2020,,141,30,,,,,,,,,,
2018,07/08/2018,8,A2020/05131,6,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,30/03/2020,,166,45,,,,,,,,,,
2020,17/01/2020,1,A2020/05134,Ej bestämbar,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,01/04/2020,,185,35,,,,,,,,,,
2019,02/08/2019,8,A2020/05143,0,Gråsäl,Hane,Jakt,Skjuten,E,EÖ,0,16/04/2020,31,130,35,,,,,,,,,,
2019,22/09/2019,9,A2020/05145,8,Gråsäl,Hona,Jakt,Skjuten,M,EÖ,0,20/04/2020,140,125,60,Parous,,x,Nej,Nej,Ja,Dräktig,,30,
2018,14/11/2018,11,A2020/05164,21,Gråsäl,Hane,Funnen levande,Skjuten,I,EÖ,0,27/04/2020,,175,20,,,,,,,,,,
2019,04/08/2019,8,A2020/05173,7,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,05/05/2020,120,188,26,,,,,,,,,,
2019,01/08/2019,8,A2020/05215,15,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,07/05/2020,100,200,25,,,,,,,,,,
2020,02/05/2020,5,A2020/05306,5,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,05/05/2020,86,169,24,,,,,,,,,,
2019,02/08/2019,8,A2020/05311,2,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,14/05/2020,,157,42,,,,,,,,,,
2019,03/08/2019,8,A2020/05312,12,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,14/05/2020,135,178,27,,,,,,,,,,
2019,22/08/2019,8,A2020/05313,2,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,18/05/2020,,145,40,,,,,,,,,,
2019,01/08/2019,8,A2020/05314,0,Gråsäl,Hane,Jakt,Skjuten,M,EÖ,0,18/05/2020,50,100,20,,,,,,,,,,
2019,03/08/2019,8,A2020/05315,0,Gråsäl,Hona,Jakt,Skjuten,M,EÖ,0,18/05/2020,50,100,20,,,,Organ saknas,Organ saknas,Organ saknas,Organ saknas/ej bedömt,Organ saknas/ej bedömt,,
2019,23/09/2019,9,A2020/05316,9,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,20/05/2020,,169,50,Parous,0,x,Nej,Nej,Ja,Dräktig,,17.9,
2019,26/09/2019,9,A2020/05317,4,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,27/05/2020,,153,40,Juvenil,0,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,04/08/2019,8,A2020/05318,0,Gråsäl,Hane,Jakt,skjuten,I,EÖ,0,04/06/2020,,122,25,,,,,,,,,,
2019,04/08/2019,8,A2020/05319,9,Gråsäl,Hona,Jakt,skjuten,I,EÖ,0,05/06/2020,,172,50,dräktig,0,x,Nej,Ja,Ja,Dräktig,PP CA,26,
2019,04/08/2019,8,A2020/05320,6,Gråsäl,Hona,Jakt,skjuten,I,EÖ,0,05/06/2020,,164,60,dräktig,0,x,Nej,Nej,Ja,Dräktig,,21,
2019,04/08/2019,8,A2020/05321,10,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,08/06/2020,,195,40,,,,,,,,,,
2019,02/08/2019,8,A2020/05322,2,Gråsäl,Hane,Jakt,skjuten,I,EÖ,0,08/06/2020,,121,30,,,,,,,,,,
2019,04/08/2019,8,A2020/05323,0,Gråsäl,Hona,Jakt,skjuten,I,EÖ,0,09/06/2020,,120,30,Juvenil,0,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,02/08/2019,8,A2020/05324,0,Gråsäl,Hona,Jakt,skjuten,I,EÖ,0,09/06/2020,,112,30,,,,Organ saknas,Organ saknas,Organ saknas,Organ saknas/ej bedömt,,,
2019,03/08/2019,8,A2020/05325,2,Gråsäl,Hane,Jakt,skjuten,I,EÖ,0,10/06/2020,,127,30,,,,,,,,,,
2019,02/08/2019,8,A2020/05326,13,Gråsäl,Hona,Jakt,skjuten,I,EÖ,0,10/06/2020,,156,40,dräktig,0,x,Nej,Nej,Ja,Dräktig,,,4.5
2019,02/08/2019,8,A2020/05327,0,Gråsäl,Hane,Jakt,skjuten,I,EÖ,0,11/06/2020,,120,25,,,,,,,,,,
2019,02/08/2019,8,A2020/05328,0,Gråsäl,Hona,Jakt,skjuten,I,EÖ,0,11/06/2020,,118,30,Juvenil,0,,Nej,,,Juvenil,Juvenil uterus,,
2019,02/08/2019,8,A2020/05329,3,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,11/06/2020,,140,40,Juvenil,0,0,Nej,Nej,Ja,Ej dräktig,,,
2019,03/08/2019,8,A2020/05330,2,Gråsäl,Hona,Jakt,skjuten,I,EÖ,0,08/07/2020,68.5,137.5,34,,,,Organ saknas,Organ saknas,Organ saknas,Organ saknas/ej bedömt,,,
2019,14/08/2019,8,A2020/05331,2,Gråsäl,Hane,Jakt,Skjuten,x,BH,0,08/07/2020,69,144,30,,,,,,,,,,
2019,14/08/2019,8,A2020/05332,2,Gråsäl,Hane,Jakt,skjuten,X,BH,0,08/07/2020,72,151,29,,,,,,,,,,
2019,02/05/2019,5,A2020/05333,0,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,02/09/2020,,120,20,juvenil,0,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,20/09/2019,9,A2020/05334,0,Gråsäl,Hane,Jakt,skjuten,X,BH,0,27/05/2020,,119,,,,,,,,,,,
2019,21/09/2019,9,A2020/05335,18,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,27/05/2020,,169,60,parous,0,0,Nej,Nej,Ja,Ej dräktig,,,
2019,21/09/2019,9,A2020/05336,10,Gråsäl,Hane,Jakt,skjuten,X,BH,0,28/05/2020,,193,50,,,,,,,,,,
2019,02/08/2019,8,A2020/05367,3,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,01/06/2020,,150,50,,,,Organ saknas,Organ saknas,Organ saknas,Organ saknas/ej bedömt,Organ saknas/ej bedömt,,
2019,02/08/2019,8,A2020/05368,2,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,01/06/2020,,135,40,,,,,,,,,,
2019,26/09/2019,9,A2020/05369,2,Gråsäl,Hona,Jakt,skjuten,X,BH,0,01/06/2020,,140,35,,,,Organ saknas,Organ saknas,Organ saknas,Organ saknas/ej bedömt,Organ saknas/ej bedömt,,
2019,02/08/2019,8,A2020/05373,4,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,03/06/2020,,153,30,,,,,,,,,,
2019,16/08/2019,8,A2020/05396,14,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,09/07/2020,,160,58,Parous,0,x,,Nej,Ja,Dräktig,,27.6,
2019,16/08/2019,8,A2020/05397,8,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,09/07/2020,,165,65,Parous,0,x,,Nej,Ja,Dräktig,,30.5,
2019,14/08/2019,8,A2020/05398,4,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,08/07/2020,85,137,38,,,,,,,,,,
2019,24/09/2019,9,A2020/05426,0,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,27/08/2020,,119,,,,,,,,,,,
2019,14/08/2019,8,A2020/05427,0,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,27/08/2020,,126.5,29,,,,,,,,,,
2019,04/08/2019,8,A2020/05428,21,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,27/08/2020,160,202,27,,,,,,,,,,
2019,02/08/2019,8,A2020/05448,6,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,07/09/2020,120,163,55,Parous,,x,,Ja,Ja,Dräktig,,10.9,
2019,02/08/2019,8,A2020/05449,2,Gråsäl,Hane,Jakt,Skjuten,C,BH,0,07/09/2020,,187,40,,,,,,,,,,
2019,02/08/2019,8,A2020/05450,0,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,08/09/2020,,117,29,,,,,,,,,,
2019,2019-08-00,8,A2020/05451,18,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,09/09/2020,,172,33,,,,,,,,,,
2019,02/08/2019,8,A2020/05454,0,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,09/09/2020,,113,25,Juvenil,,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2019,02/08/2019,8,A2020/05455,Ej bestämbar,Gråsäl,Hane,Jakt?,Skjuten,I,EÖ,0,09/09/2020,,197,15,,,,,,,,,,
2020,08/09/2020,9,A2020/05483,3,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,30/09/2020,70,150,35,,,,,,,Organ saknas/ej bedömt,Organ saknas/ej bedömt,,
2020,08/09/2020,9,A2020/05484,1,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,30/09/2020,70,145,30,,,,,,,,,,
2020,08/09/2020,9,A2020/05485,3,Gråsäl,Hona,Jakt,Skjuten,I,EÖ,0,02/10/2020,80,144,40,,,,,,,Organ saknas/ej bedömt,Organ saknas/ej bedömt,,
2020,08/09/2020,9,A2020/05486,4,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,02/10/2020,80,163,35,,,,,,,,,,
2020,08/09/2020,9,A2020/05487,2,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,06/10/2020,80,152,30,,,,,,,,,,
2020,08/09/2020,9,A2020/05488,0,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,06/10/2020,55,127,25,,,,,,,,,,
2020,08/09/2020,9,A2020/05489,12,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,09/10/2020,160,188,40,,,,,,,,,,
2020,08/09/2020,9,A2020/05490,4,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,09/10/2020,90,167,35,,,,,,,,,,
2020,28/09/2020,9,A2020/05491,10,Gråsäl,Hane,Jakt,Skjuten,I,EÖ,0,14/10/2020,220,205,50,,,,,,,,,,
2020,30/09/2020,9,A2020/05558,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,01/10/2020,40,130,35,,,,,,,,,,
